symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl,exit_reason
DCBBANK,2024-01-01 00:00:00+05:30,2024-01-25 00:00:00+05:30,145.3,135.25,851,-8552.55000000001,
INDOSTAR,2024-01-17 00:00:00+05:30,2024-02-05 00:00:00+05:30,201.55,183.9,519,-9160.350000000002,
HFCL,2023-12-26 00:00:00+05:30,2024-02-06 00:00:00+05:30,85.8,103.5,1315,23275.500000000004,
HERITGFOOD,2023-12-26 00:00:00+05:30,2024-02-06 00:00:00+05:30,303.4,316.5,710,9301.000000000016,
RAIN,2024-01-29 00:00:00+05:30,2024-02-12 00:00:00+05:30,186.0,170.9,1292,-19509.199999999993,
PNCINFRA,2024-01-17 00:00:00+05:30,2024-02-28 00:00:00+05:30,413.85,430.65,350,5879.999999999984,
JAGRAN,2024-02-19 00:00:00+05:30,2024-03-11 00:00:00+05:30,114.3,103.5,787,-8499.599999999999,
JAMNAAUTO,2024-02-12 00:00:00+05:30,2024-03-13 00:00:00+05:30,115.75,109.45,2125,-13387.499999999995,
VGUARD,2024-02-12 00:00:00+05:30,2024-03-13 00:00:00+05:30,307.0,306.1,894,-804.5999999999797,
ASTRAL,2024-02-26 00:00:00+05:30,2024-03-19 00:00:00+05:30,2084.45,1951.75,48,-6369.599999999991,
TATACHEM,2024-03-11 00:00:00+05:30,2024-03-20 00:00:00+05:30,1175.4,1031.3,75,-10807.500000000011,
ABCAPITAL,2024-02-12 00:00:00+05:30,2024-03-26 00:00:00+05:30,180.4,177.1,1531,-5052.3000000000175,
TRITURBINE,2024-02-12 00:00:00+05:30,2024-03-26 00:00:00+05:30,428.35,537.6,258,28186.5,
MHRIL,2024-02-13 00:00:00+05:30,2024-03-26 00:00:00+05:30,398.9,395.4,307,-1074.5,
SHILPAMED,2024-02-26 00:00:00+05:30,2024-04-08 00:00:00+05:30,216.05,253.0,329,12156.549999999996,
HEG,2024-03-18 00:00:00+05:30,2024-04-15 00:00:00+05:30,373.05,488.05,68,7820.0,
LINDEINDIA,2024-03-26 00:00:00+05:30,2024-04-24 00:00:00+05:30,6390.7,8245.15,5,9272.25,
ICICIPRULI,2024-03-18 00:00:00+05:30,2024-04-29 00:00:00+05:30,565.85,559.9,321,-1909.9500000000146,
HEG,2024-03-18 00:00:00+05:30,2024-04-29 00:00:00+05:30,373.05,477.45,201,20984.399999999994,
COFFEEDAY,2024-04-22 00:00:00+05:30,2024-05-06 00:00:00+05:30,64.2,59.85,680,-2958.000000000001,RS replacement
MHRIL,2024-04-29 00:00:00+05:30,2024-05-06 00:00:00+05:30,433.7,405.0,118,-3386.5999999999985,RS replacement
DMART,2024-03-26 00:00:00+05:30,2024-05-07 00:00:00+05:30,4486.2,4660.45,81,14114.25,
LINDEINDIA,2024-03-26 00:00:00+05:30,2024-05-07 00:00:00+05:30,6390.7,7983.1,24,38217.60000000001,
CHOLAFIN,2024-05-06 00:00:00+05:30,2024-05-09 00:00:00+05:30,1326.0,1222.5,38,-3933.0,
HINDZINC,2024-04-15 00:00:00+05:30,2024-05-10 00:00:00+05:30,407.25,525.5,74,8750.5,
MUTHOOTFIN,2024-04-08 00:00:00+05:30,2024-05-21 00:00:00+05:30,1674.2,1703.4,97,2832.400000000004,
BHARATFORG,2024-04-29 00:00:00+05:30,2024-05-24 00:00:00+05:30,1282.0,1573.5,26,7579.0,
SYMPHONY,2024-04-15 00:00:00+05:30,2024-05-27 00:00:00+05:30,951.7,1054.65,131,13486.450000000006,
HINDZINC,2024-04-15 00:00:00+05:30,2024-05-27 00:00:00+05:30,407.25,706.9,358,107274.7,
DEEPAKNTR,2024-04-29 00:00:00+05:30,2024-05-29 00:00:00+05:30,2443.85,2267.65,36,-6343.199999999993,
GILLETTE,2024-05-16 00:00:00+05:30,2024-06-03 00:00:00+05:30,6681.5,7064.0,16,6120.0,RS replacement
JISLJALEQS,2024-05-21 00:00:00+05:30,2024-06-04 00:00:00+05:30,64.55,55.0,890,-8499.499999999998,
LUXIND,2024-05-06 00:00:00+05:30,2024-06-04 00:00:00+05:30,1467.3,1300.75,38,-6328.899999999998,
BALKRISIND,2024-05-27 00:00:00+05:30,2024-06-04 00:00:00+05:30,3101.95,2897.55,55,-11241.99999999998,
WHIRLPOOL,2024-04-29 00:00:00+05:30,2024-06-10 00:00:00+05:30,1476.7,1702.6,76,17168.39999999999,
ABFRL,2024-04-29 00:00:00+05:30,2024-06-10 00:00:00+05:30,203.45,245.15,467,19473.90000000001,
BHARATFORG,2024-04-29 00:00:00+05:30,2024-06-10 00:00:00+05:30,1282.0,1580.8,80,23903.999999999996,
SKFINDIA,2024-05-16 00:00:00+05:30,2024-06-14 00:00:00+05:30,2653.2,3244.7,15,8872.5,
SUPREMEIND,2024-05-06 00:00:00+05:30,2024-06-18 00:00:00+05:30,5273.15,6156.4,10,8832.5,
RPOWER,2024-06-18 00:00:00+05:30,2024-06-24 00:00:00+05:30,30.96,29.7,1899,-2392.740000000003,RS replacement
DBCORP,2024-06-10 00:00:00+05:30,2024-06-24 00:00:00+05:30,306.8,306.5,329,-98.70000000000374,RS replacement
MARICO,2024-05-16 00:00:00+05:30,2024-06-27 00:00:00+05:30,591.25,611.65,353,7201.199999999992,
SKFINDIA,2024-05-16 00:00:00+05:30,2024-06-27 00:00:00+05:30,2653.2,3057.6,53,21433.200000000004,
NESCO,2024-05-29 00:00:00+05:30,2024-07-01 00:00:00+05:30,873.9,951.65,128,9952.0,RS replacement
RKFORGE,2024-06-24 00:00:00+05:30,2024-07-02 00:00:00+05:30,896.8,915.75,85,1610.7500000000039,RS replacement
FINCABLES,2024-05-27 00:00:00+05:30,2024-07-08 00:00:00+05:30,1455.95,1635.6,115,20659.749999999985,
KNRCON,2024-06-03 00:00:00+05:30,2024-07-15 00:00:00+05:30,324.6,360.8,318,11511.599999999997,
SUNDRMFAST,2024-06-05 00:00:00+05:30,2024-07-18 00:00:00+05:30,1222.35,1401.3,129,23084.550000000007,
GRANULES,2024-06-10 00:00:00+05:30,2024-07-22 00:00:00+05:30,473.35,517.8,251,11156.949999999983,
IDEA,2024-06-10 00:00:00+05:30,2024-07-22 00:00:00+05:30,15.81,15.89,5059,404.72000000000037,
SUNTECK,2024-06-10 00:00:00+05:30,2024-07-22 00:00:00+05:30,524.75,609.75,293,24905.0,
3MINDIA,2024-06-18 00:00:00+05:30,2024-07-30 00:00:00+05:30,37068.55,39600.65,3,7596.299999999996,
PCJEWELLER,2024-07-15 00:00:00+05:30,2024-07-31 00:00:00+05:30,7.07,9.39,3407,7904.240000000001,
MPHASIS,2024-07-22 00:00:00+05:30,2024-08-05 00:00:00+05:30,2868.4,2600.3,72,-19303.199999999993,
CERA,2024-06-24 00:00:00+05:30,2024-08-05 00:00:00+05:30,9142.25,9436.7,13,3827.8500000000095,
KAJARIACER,2024-06-27 00:00:00+05:30,2024-08-08 00:00:00+05:30,1425.1,1471.1,85,3910.0,
UFLEX,2024-06-27 00:00:00+05:30,2024-08-08 00:00:00+05:30,519.3,566.5,266,12555.200000000012,
ORIENTCEM,2024-07-01 00:00:00+05:30,2024-08-12 00:00:00+05:30,314.15,340.7,321,8522.550000000003,
BBTC,2024-07-02 00:00:00+05:30,2024-08-13 00:00:00+05:30,2077.75,2242.55,53,8734.400000000009,
APLLTD,2024-07-30 00:00:00+05:30,2024-08-13 00:00:00+05:30,1174.0,1068.15,109,-11537.64999999999,
PERSISTENT,2024-07-08 00:00:00+05:30,2024-08-19 00:00:00+05:30,4586.3,4874.5,26,7493.199999999995,
PCJEWELLER,2024-07-15 00:00:00+05:30,2024-08-26 00:00:00+05:30,7.07,11.98,11472,56327.520000000004,
SUVEN,2024-07-18 00:00:00+05:30,2024-08-29 00:00:00+05:30,131.29,143.11,766,9054.120000000017,
HATSUN,2024-07-22 00:00:00+05:30,2024-09-02 00:00:00+05:30,1199.0,1316.8,108,12722.399999999994,
CEATLTD,2024-07-22 00:00:00+05:30,2024-09-02 00:00:00+05:30,2618.4,2795.65,40,7090.0,
JAMNAAUTO,2024-08-05 00:00:00+05:30,2024-09-02 00:00:00+05:30,130.75,126.0,867,-4118.25,
PRSMJOHNSN,2024-09-09 00:00:00+05:30,2024-09-11 00:00:00+05:30,174.0,232.61,175,10256.750000000002,
SRF,2024-08-05 00:00:00+05:30,2024-09-16 00:00:00+05:30,2473.0,2436.9,76,-2743.599999999993,
PTC,2024-09-16 00:00:00+05:30,2024-09-19 00:00:00+05:30,242.16,214.65,746,-20522.459999999992,
MRF,2024-08-12 00:00:00+05:30,2024-09-23 00:00:00+05:30,137285.5,137234.8,1,-50.70000000001164,
SHK,2024-08-26 00:00:00+05:30,2024-09-25 00:00:00+05:30,237.77,310.45,177,12864.359999999997,
PTC,2024-09-19 00:00:00+05:30,2024-09-30 00:00:00+05:30,214.65,209.77,545,-2659.5999999999976,
INDOCO,2024-08-26 00:00:00+05:30,2024-10-04 00:00:00+05:30,360.75,334.65,584,-15242.400000000012,
VAKRANGEE,2024-09-30 00:00:00+05:30,2024-10-04 00:00:00+05:30,35.73,30.71,4333,-21751.65999999998,
EDELWEISS,2024-08-26 00:00:00+05:30,2024-10-07 00:00:00+05:30,109.85,115.4,1673,9285.15000000002,
SHK,2024-08-26 00:00:00+05:30,2024-10-07 00:00:00+05:30,237.77,293.85,594,33311.520000000004,
PRSMJOHNSN,2024-09-09 00:00:00+05:30,2024-10-07 00:00:00+05:30,174.0,186.18,560,6820.800000000004,
RAIN,2024-09-16 00:00:00+05:30,2024-10-07 00:00:00+05:30,185.87,161.51,815,-19853.400000000012,
TATAPOWER,2024-09-30 00:00:00+05:30,2024-10-07 00:00:00+05:30,482.6,441.3,335,-13835.500000000004,
BAJAJFINSV,2024-09-02 00:00:00+05:30,2024-10-14 00:00:00+05:30,1840.55,1867.2,181,4823.650000000016,
GUJALKALI,2024-09-16 00:00:00+05:30,2024-10-28 00:00:00+05:30,822.05,807.15,179,-2667.099999999996,
CARERATING,2024-10-14 00:00:00+05:30,2024-11-01 00:00:00+05:30,1213.6,1509.35,69,20406.75,
CARERATING,2024-10-14 00:00:00+05:30,2024-11-25 00:00:00+05:30,1213.6,1477.25,225,59321.25000000002,
SIEMENS,2024-12-03 00:00:00+05:30,2024-12-20 00:00:00+05:30,5889.5,5232.75,62,-40718.5,
JISLJALEQS,2024-12-16 00:00:00+05:30,2024-12-20 00:00:00+05:30,77.4,68.94,1546,-13079.160000000013,
CESC,2024-12-10 00:00:00+05:30,2024-12-23 00:00:00+05:30,182.55,173.52,978,-8831.340000000002,
INDIANB,2024-12-03 00:00:00+05:30,2024-12-30 00:00:00+05:30,565.45,517.7,532,-25403.0,
ITI,2024-12-16 00:00:00+05:30,2025-01-06 00:00:00+05:30,373.0,544.35,76,13022.600000000002,
LEMONTREE,2024-12-16 00:00:00+05:30,2025-01-13 00:00:00+05:30,149.73,136.63,1442,-18890.199999999993,
ITI,2024-12-16 00:00:00+05:30,2025-01-14 00:00:00+05:30,373.0,405.85,261,8573.850000000006,
ASHOKA,2024-12-09 00:00:00+05:30,2025-01-20 00:00:00+05:30,284.61,285.25,638,408.3199999999913,
MUTHOOTFIN,2024-12-16 00:00:00+05:30,2025-01-27 00:00:00+05:30,2119.2,2139.0,80,1584.0000000000146,
GHCL,2024-12-16 00:00:00+05:30,2025-01-27 00:00:00+05:30,694.25,683.05,128,-1433.6000000000058,
MARUTI,2025-02-04 00:00:00+05:30,2025-02-21 00:00:00+05:30,13109.95,12323.45,39,-30673.5,
UPL,2025-02-04 00:00:00+05:30,2025-03-18 00:00:00+05:30,636.9,635.2,469,-797.299999999968,
COROMANDEL,2025-03-24 00:00:00+05:30,2025-05-05 00:00:00+05:30,1986.0,2228.2,169,40931.79999999997,
MAHSCOOTER,2025-04-01 00:00:00+05:30,2025-05-13 00:00:00+05:30,10686.2,11536.0,23,19545.399999999983,
MARICO,2025-04-15 00:00:00+05:30,2025-05-27 00:00:00+05:30,711.85,715.65,346,1314.7999999999843,
RELIANCE,2025-05-05 00:00:00+05:30,2025-06-02 00:00:00+05:30,1431.3,1413.7,148,-2604.7999999999865,RS replacement
GRAPHITE,2025-05-26 00:00:00+05:30,2025-06-03 00:00:00+05:30,536.9,555.25,109,2000.1500000000024,RS replacement
HDFCAMC,2025-04-28 00:00:00+05:30,2025-06-09 00:00:00+05:30,2174.0,2608.5,89,38670.5,
KRBL,2025-04-28 00:00:00+05:30,2025-06-09 00:00:00+05:30,311.5,371.15,404,24098.59999999999,
AUBANK,2025-04-28 00:00:00+05:30,2025-06-09 00:00:00+05:30,688.4,772.0,283,23658.800000000007,
CARERATING,2025-05-19 00:00:00+05:30,2025-06-11 00:00:00+05:30,1540.4,1939.2,17,6779.599999999999,
CEATLTD,2025-05-05 00:00:00+05:30,2025-06-16 00:00:00+05:30,3430.9,3638.8,55,11434.500000000005,
DCBBANK,2025-05-05 00:00:00+05:30,2025-06-16 00:00:00+05:30,137.55,142.99,1332,7246.079999999997,
BRIGADE,2025-06-09 00:00:00+05:30,2025-06-19 00:00:00+05:30,1252.7,1135.4,165,-19354.499999999993,
DCAL,2025-06-09 00:00:00+05:30,2025-06-19 00:00:00+05:30,274.1,240.9,474,-15736.800000000008,
BIRLACORPN,2025-05-19 00:00:00+05:30,2025-06-20 00:00:00+05:30,1407.5,1266.0,83,-11744.5,
SOUTHBANK,2025-05-19 00:00:00+05:30,2025-06-30 00:00:00+05:30,28.77,30.79,3710,7494.199999999998,
CARERATING,2025-05-19 00:00:00+05:30,2025-06-30 00:00:00+05:30,1540.4,1788.2,55,13628.999999999998,
INTELLECT,2025-05-19 00:00:00+05:30,2025-06-30 00:00:00+05:30,1062.15,1148.9,116,10063.0,
ENDURANCE,2025-05-27 00:00:00+05:30,2025-07-08 00:00:00+05:30,2448.9,2622.4,40,6940.0,
GLENMARK,2025-06-09 00:00:00+05:30,2025-07-11 00:00:00+05:30,1599.2,2181.1,17,9892.299999999997,
SHILPAMED,2025-06-02 00:00:00+05:30,2025-07-14 00:00:00+05:30,442.8,452.95,214,2172.099999999995,
NESCO,2025-06-16 00:00:00+05:30,2025-07-14 00:00:00+05:30,1009.65,1200.3,53,10104.449999999999,
SHARDACROP,2025-06-03 00:00:00+05:30,2025-07-15 00:00:00+05:30,764.9,796.35,105,3302.2500000000045,
GLENMARK,2025-06-09 00:00:00+05:30,2025-07-21 00:00:00+05:30,1599.2,2184.8,83,48604.80000000001,
PCJEWELLER,2025-07-14 00:00:00+05:30,2025-07-25 00:00:00+05:30,17.02,14.55,10044,-24808.67999999999,
WOCKPHARMA,2025-06-16 00:00:00+05:30,2025-07-28 00:00:00+05:30,1803.9,1682.9,76,-9196.0,
NESCO,2025-06-16 00:00:00+05:30,2025-07-28 00:00:00+05:30,1009.65,1235.0,157,35379.950000000004,
HEIDELBERG,2025-07-07 00:00:00+05:30,2025-08-18 00:00:00+05:30,205.8,211.04,1718,9002.319999999967,
DBL,2025-09-15 00:00:00+05:30,2025-09-26 00:00:00+05:30,560.75,508.95,269,-13934.200000000003,
ALKEM,2025-08-21 00:00:00+05:30,2025-10-03 00:00:00+05:30,5422.0,5442.0,100,2000.0,
CENTURYPLY,2025-09-09 00:00:00+05:30,2025-10-14 00:00:00+05:30,788.2,727.15,383,-23382.150000000027,
APOLLOTYRE,2025-09-09 00:00:00+05:30,2025-10-21 00:00:00+05:30,481.4,515.15,845,28518.75,
NLCINDIA,2025-09-15 00:00:00+05:30,2025-10-27 00:00:00+05:30,261.92,260.5,816,-1158.720000000013,
MINDACORP,2025-10-03 00:00:00+05:30,2025-11-14 00:00:00+05:30,588.3,601.15,476,6116.600000000011,
HINDZINC,2025-10-06 00:00:00+05:30,2025-11-17 00:00:00+05:30,491.5,483.9,606,-4605.600000000014,
MOIL,2025-10-13 00:00:00+05:30,2025-11-18 00:00:00+05:30,378.0,343.5,411,-14179.5,
CEATLTD,2025-10-20 00:00:00+05:30,2025-11-18 00:00:00+05:30,4203.9,3885.6,48,-15278.399999999987,
JBCHEPHARM,2025-11-17 00:00:00+05:30,2025-11-20 00:00:00+05:30,1821.5,1748.4,138,-10087.799999999988,
MRPL,2025-10-27 00:00:00+05:30,2025-12-05 00:00:00+05:30,146.63,150.56,913,3588.090000000006,
FEDERALBNK,2025-10-27 00:00:00+05:30,2025-12-08 00:00:00+05:30,234.04,257.45,1628,38111.479999999996,
AUBANK,2025-10-27 00:00:00+05:30,2025-12-08 00:00:00+05:30,864.2,952.55,269,23766.149999999976,
IDBI,2025-11-03 00:00:00+05:30,2025-12-15 00:00:00+05:30,101.51,98.84,686,-1831.6200000000013,
HATSUN,2025-11-03 00:00:00+05:30,2025-12-15 00:00:00+05:30,1073.3,1008.7,94,-6072.399999999991,
BHEL,2025-11-03 00:00:00+05:30,2025-12-15 00:00:00+05:30,264.95,282.6,469,8277.850000000017,
DCBBANK,2025-11-03 00:00:00+05:30,2025-12-15 00:00:00+05:30,159.35,169.63,967,9940.76,
REDINGTON,2025-11-10 00:00:00+05:30,2025-12-22 00:00:00+05:30,287.5,274.85,150,-1897.4999999999966,
3MINDIA,2025-11-14 00:00:00+05:30,2025-12-26 00:00:00+05:30,35910.0,34575.0,3,-4005.0,
JBCHEPHARM,2025-11-20 00:00:00+05:30,2026-01-01 00:00:00+05:30,1748.4,1820.0,193,13818.799999999983,
KTKBANK,2025-11-24 00:00:00+05:30,2026-01-05 00:00:00+05:30,198.84,201.25,1099,2648.589999999996,
MASFIN,2025-12-08 00:00:00+05:30,2026-01-19 00:00:00+05:30,311.05,310.55,912,-456.0,
TIMKEN,2026-02-09 00:00:00+05:30,2026-02-13 00:00:00+05:30,3287.1,3062.8,56,-12560.799999999985,
ULTRACEMCO,2026-02-03 00:00:00+05:30,2026-03-04 00:00:00+05:30,12590.0,12107.0,58,-28014.0,
BLUESTARCO,2026-02-16 00:00:00+05:30,2026-03-04 00:00:00+05:30,1975.4,1843.6,67,-8830.600000000013,
EDELWEISS,2026-02-23 00:00:00+05:30,2026-03-04 00:00:00+05:30,123.18,107.79,578,-8895.42,
HSCL,2026-02-23 00:00:00+05:30,2026-03-04 00:00:00+05:30,490.35,442.3,164,-7880.200000000002,
SHARDACROP,2026-02-03 00:00:00+05:30,2026-03-13 00:00:00+05:30,1113.7,989.7,283,-35092.0,
MAHLOG,2026-02-16 00:00:00+05:30,2026-03-13 00:00:00+05:30,403.55,368.85,383,-13290.099999999995,
VTL,2026-02-09 00:00:00+05:30,2026-03-23 00:00:00+05:30,507.05,538.8,473,15017.749999999973,
ABB,2026-02-09 00:00:00+05:30,2026-03-23 00:00:00+05:30,5815.5,6041.5,43,9718.0,
LINDEINDIA,2026-02-16 00:00:00+05:30,2026-03-30 00:00:00+05:30,6768.0,6844.0,24,1824.0,
